id,monthly_income,monthly_savings,travel_expense,commute_expense,personal_expense,educational_expense,seasonal_expense,monthly_loans,goal,improvement,policies
767,157343,90372,67002,69917,36985,61854,93289,96151,4325883,seasonal,list5
768,220853,25106,17882,32874,43167,99248,46411,66621,2446913,personal,list2
769,54854,41768,69030,95152,16389,68840,44421,36682,930508,commute,list6
770,254659,74476,72188,46511,46699,91149,93064,21486,4320993,commute,list2
771,470354,26599,25589,44618,86068,71902,5206,13795,9676196,travel,list4
772,71988,48652,19214,57965,24068,54328,15968,75737,1559820,educational,list6
773,342684,55603,34716,49172,9317,66093,52567,28637,6151949,educational,list7
774,441423,53016,83712,59294,69751,94648,56608,98821,9226764,commute,list5
775,278475,72032,23098,52832,14586,90974,42767,57716,8984531,travel,list2
776,387760,79863,9190,66140,88150,90427,54195,15545,3382340,seasonal,list7
777,410423,48672,2198,72093,79523,94765,1675,21327,3475927,commute,list6
778,218628,89077,69186,97501,57684,78140,48370,51995,2873725,seasonal,list6
779,464338,35345,83369,30984,56959,30730,48567,92896,669568,commute,list7
780,132623,70454,58235,4073,58254,59557,52876,77425,547988,seasonal,list7
781,384547,881,38558,14539,23756,77019,91686,4667,6235328,commute,list3
782,414662,36848,38881,58050,3062,317,11842,18995,283935,educational,list3
783,16621,83372,8333,13098,1987,29136,78687,15870,5581904,personal,list6
784,59928,45368,7357,30386,14672,22523,85664,24080,4983021,seasonal,list7
785,68777,7704,38648,65084,85478,88825,79782,98744,4045840,seasonal,list4
786,258174,85134,24579,41544,40730,9629,61242,82982,2753150,commute,list7
787,493653,52546,8737,80764,51008,26461,22027,55597,2621220,personal,list7
788,315030,4283,59540,98609,7202,43408,87389,14478,7675344,personal,list1
789,366039,82958,7247,5876,45690,3759,91136,87384,2781896,seasonal,list7
790,69047,40694,24017,35580,78647,3478,50171,45891,5123225,personal,list5
791,434903,77865,84377,9793,6351,97470,9251,41545,6031261,commute,list2
792,396428,97429,38483,25893,22606,96017,80243,51792,7916439,travel,list6
793,497518,7919,92845,19510,23636,24594,35874,67956,187405,commute,list6
794,437955,16218,81353,97178,46392,14250,33295,44358,7440439,travel,list1
795,498542,74360,99165,69165,79867,91349,81362,96141,6384187,commute,list4
796,288890,29063,46943,71005,6392,40098,1345,72947,2586813,commute,list6
797,205879,75650,55475,60353,85818,14759,31811,49965,2629328,educational,list4
798,139051,97483,63470,54809,85409,28491,17966,7748,4487728,educational,list5
799,268566,22814,98529,7788,35856,29529,68510,14385,1825635,personal,list7
800,499012,88030,23095,20802,16571,34799,5612,80853,8489880,commute,list1
801,399420,91265,56556,43629,8534,77820,81800,93695,3949201,travel,list4
802,249495,89307,67269,84004,14025,62723,74214,2550,4643080,educational,list6
803,264776,56942,46929,18613,2963,54183,15341,53204,9747590,seasonal,list5
804,469748,90155,62317,15184,35692,5459,96577,98574,5876226,seasonal,list5
805,480984,93675,85952,61807,12097,78403,38125,87130,2229868,travel,list2
806,12858,82456,46976,92363,11688,10964,2652,15431,3321865,commute,list5
807,70753,32915,93784,30200,15014,17282,24725,74537,5223800,seasonal,list2
808,10873,91230,40581,25348,49843,15573,64947,65052,6616954,commute,list7
809,345489,85064,86746,77245,77819,6194,59243,53939,3762903,educational,list6
810,325647,38377,43154,66231,16589,35826,1916,15326,523885,commute,list1
811,422975,92109,44989,28465,32462,72611,85651,27781,9466697,seasonal,list6
812,384867,20479,82764,19744,53148,2522,73209,60884,9916951,travel,list4
813,155850,24906,37500,23674,13597,62819,66142,84363,7540697,educational,list4
814,265734,35712,17692,8577,36962,2217,83284,95477,8186857,travel,list7
815,275451,52027,7065,5088,53760,528,55666,51801,8723127,commute,list3
816,90779,9841,99491,77813,92722,87418,74940,34235,6959117,travel,list4
817,180226,86720,76481,65531,20463,96939,75669,26249,4070622,travel,list6
818,33949,69444,29993,28983,56324,88665,79673,41411,8667179,commute,list4
819,476800,82134,4385,21883,92134,80628,58718,49674,327624,seasonal,list2
820,153543,86960,22610,53663,66068,92098,64708,24893,3690615,personal,list5
821,67819,93279,21803,36077,82127,17327,92840,97902,3488451,travel,list3
822,223018,139,42002,48,89393,67333,14967,11271,2890741,educational,list3
823,356241,38290,87184,8752,74083,8242,23668,92124,4669838,seasonal,list2
824,265874,25948,12335,14292,42858,23745,53932,56662,8577331,personal,list7
825,478220,87506,12909,63856,55759,16071,97217,58228,4291175,commute,list1
826,454195,79498,25529,36292,3197,82088,94650,41619,515733,educational,list3
827,464007,30550,2878,67853,35859,27443,17175,67980,6752971,educational,list4
828,321203,59366,32657,27269,27168,57656,14390,19504,6398751,educational,list1
829,75597,63984,19869,46944,49622,66026,90389,9656,1607742,commute,list5
830,216073,25731,83684,63276,9351,15178,77902,41798,7373833,seasonal,list7
831,118512,81979,41840,90858,42211,8588,51461,94953,9991927,educational,list5
832,269186,25661,43652,30411,22934,3322,8842,80065,7382718,personal,list6
833,249615,40064,53949,19709,11849,6237,50308,30766,4975200,travel,list2
834,216143,11307,34886,19544,68805,84407,11324,50938,5716472,travel,list4
835,485183,7891,33064,27062,20011,15568,30937,25194,1086230,educational,list4
836,300638,95629,22420,14123,9132,57599,41220,61948,6664936,commute,list3
837,315728,3279,86415,34584,8251,10859,75656,58111,8722272,personal,list6
838,34985,74592,78759,17003,21976,76811,39271,83601,1838485,educational,list5
839,247318,95725,56841,53566,98139,95212,16824,51746,8419228,personal,list2
840,163279,42498,15652,88638,40813,19295,87249,40003,1323171,commute,list7
841,168097,87437,31887,16088,39066,10829,10982,61673,1371041,seasonal,list5
842,338886,20914,51356,15887,81040,82789,15102,92207,9921816,commute,list6
843,139232,61039,9549,49501,45956,10704,74867,27812,7629429,personal,list4
844,74289,18847,39672,55572,8294,6488,61601,45746,6745690,commute,list5
845,74235,37684,58692,98197,45739,22128,21550,22803,7038538,personal,list6
846,330191,78675,56019,29646,97948,75466,69997,43118,2487192,commute,list3
847,146153,76497,6966,91831,42316,80276,64356,14684,4877818,educational,list2
848,273082,40503,4886,50675,5324,8636,75696,64972,8306531,commute,list2
849,366688,59674,12232,81934,30708,4514,49777,73687,2146611,educational,list2
850,315603,90058,73668,27877,73916,79482,80029,28388,5814422,personal,list3
851,447418,96283,70065,73898,39942,20332,77912,37287,6467920,seasonal,list3
852,164086,17174,41662,23729,28187,47559,40092,36615,2490377,seasonal,list3
853,409453,87051,8988,1265,89638,24967,2301,59051,7048894,travel,list7
854,93823,47285,43149,34311,51594,74239,65564,62692,8810438,seasonal,list4
855,103343,64282,29042,46953,21555,78263,63981,17297,8726584,seasonal,list4
856,179929,71658,84275,91755,68084,21111,94807,62137,3675911,travel,list3
857,298888,49874,2397,49275,20131,74195,77585,18255,3187882,commute,list5
858,298355,57095,51153,75771,72730,89056,83714,23177,694171,personal,list2
859,291437,5631,92139,59432,59408,27215,21017,81994,8586397,travel,list5
860,362058,36780,6445,61752,48610,76582,75133,91975,5867691,educational,list7
861,430572,33801,55669,47986,95349,56034,49902,31143,1197468,personal,list2
862,370681,73489,49624,82913,45925,38448,37241,76095,1102321,commute,list4
863,111722,79869,62196,5293,43982,57252,63101,81905,929387,travel,list5
864,94231,71889,47531,75996,5511,43633,40414,77685,2657031,personal,list6
865,472322,90510,29749,47715,92700,37109,39454,51025,9195710,personal,list5
866,373174,83161,10376,43629,92979,59909,62902,25225,5046864,educational,list4
867,384176,68460,75035,72721,60180,27643,11391,81698,2317138,educational,list1
868,351588,81980,42447,48260,58653,30662,75722,68497,8147162,commute,list6
869,201337,75529,91389,39444,44981,4933,93196,1302,2758616,travel,list7
870,469317,52634,3698,50153,39609,82033,51336,11892,4659584,travel,list7
871,190482,99570,43131,45344,92661,79171,36476,20913,8216342,commute,list1
872,303580,59347,88363,25886,83035,51269,60525,69612,7174698,educational,list4
873,489687,78411,55298,20542,85550,18769,748,22542,5223347,educational,list3
874,465588,22497,7476,87489,99337,76920,26902,14993,5731770,commute,list4
875,94864,79120,67071,79774,36386,53119,2024,33690,8513605,educational,list7
876,470024,72201,26657,79700,79757,37105,96647,13788,9271056,educational,list5
877,273682,46476,67066,84660,68251,11289,51908,44935,6199927,seasonal,list5
878,280443,30351,19043,65963,67845,4986,25477,53754,6503519,seasonal,list5
879,318010,53240,52468,5292,42235,19081,24942,38977,9760834,seasonal,list1
880,64881,82442,24521,28715,5639,78217,84043,81440,7556280,educational,list3
881,491531,39187,3441,11221,9188,31691,83194,28675,2715646,personal,list2
882,68168,47876,62870,27341,22211,37244,18504,463,5673259,personal,list1
883,464426,87579,20652,66589,44009,95059,89911,57513,1256448,seasonal,list3
884,150004,22475,77826,90830,54075,43096,78629,9987,5640199,seasonal,list2
885,319013,53238,84099,97238,21900,10446,94949,13047,3918636,personal,list1
886,366324,36008,99410,11303,64164,24691,47902,60630,614265,commute,list4
887,450353,45864,4398,28491,37990,29121,14867,98345,5468242,educational,list3
888,102858,62759,96953,28872,64979,58091,36466,81624,7924631,personal,list6
889,418978,23912,41345,94355,61158,29697,39641,89708,4120729,educational,list4
890,283891,27937,78340,39671,21654,26459,68858,15583,3865210,seasonal,list7
891,250360,6185,7607,2412,81301,74345,52601,73786,8601076,educational,list1
892,335733,23990,41477,90886,60887,88782,10095,14533,4711193,educational,list3
893,239677,92921,17620,11008,21429,57761,62714,71488,3441102,commute,list5
894,50427,4662,57780,83042,32013,97417,66039,19876,8586856,travel,list2
895,311494,98866,87529,84633,90895,82685,96078,65964,7432812,seasonal,list7
896,390233,19207,76748,6793,38173,89172,43020,49374,4578681,educational,list2
897,118850,82640,99876,40844,29005,94077,32345,33310,6711238,seasonal,list1
898,296524,75460,5836,7995,26481,65404,12174,57445,9252062,commute,list2
899,498263,31590,10945,82187,44918,17786,54549,40358,842023,educational,list3
900,294645,81853,17221,38519,27280,36123,77211,2285,5968686,educational,list2
901,433172,98503,18824,83999,55931,37513,229,61594,1744462,seasonal,list1
902,336072,98242,26594,90669,5520,30664,99435,58615,9975570,personal,list4
903,312830,59394,45504,82222,57715,96602,16538,59162,4510238,travel,list7
904,126921,82493,63730,19818,73202,19082,40525,76630,8349195,commute,list2
905,370329,57436,2999,38236,3637,51944,75049,35026,3904330,seasonal,list1
906,111521,86363,66899,56999,6440,68857,49606,69434,2116533,educational,list7
907,254866,13714,31954,59041,25236,41957,12437,28930,1066446,commute,list4
908,186780,10610,98157,85695,99966,50714,3595,81481,7085090,educational,list6
909,63471,14915,56705,55322,74516,32390,15304,10691,8394238,commute,list5
910,13852,48625,61927,50,64978,885,19937,37717,955913,educational,list1
911,219800,2823,36742,62476,87963,64013,33580,22289,5038443,personal,list1
912,225629,11336,97682,70107,15553,14967,28982,50494,1265455,personal,list6
913,310835,33748,30248,42302,29953,57715,14095,37275,6583547,seasonal,list1
914,78256,95098,45418,29245,69928,62769,10947,82850,4560831,commute,list6
915,286825,51270,46972,17359,1616,30732,39161,42432,858925,educational,list1
916,149873,63183,93184,90234,48253,76994,87757,26568,3109004,commute,list3
917,271976,28392,50349,80865,61750,82874,43776,88418,2914124,educational,list4
918,136970,93654,61568,98443,83556,99663,57958,62105,9822902,travel,list5
919,203318,66295,40973,66457,53740,98938,7374,23203,4791570,personal,list7
920,103554,71393,25470,73194,92008,76703,45252,90296,2529470,educational,list3
921,498446,73652,168,27987,22477,51020,87382,28233,3087537,educational,list6
922,328991,84272,96153,84203,81621,19134,72725,67155,7186661,seasonal,list1
923,68687,22301,15433,53833,87458,42878,18597,4190,2443372,commute,list6
924,219760,47487,35234,5668,35089,48765,32878,36892,8190029,educational,list6
925,169924,28408,42037,91262,40325,83250,27214,88260,8848993,commute,list2
926,203761,86972,99227,26069,96622,11316,26713,60142,7740682,commute,list4
927,100982,51334,14148,38420,33536,11499,98458,22786,161785,travel,list5
928,404155,3890,19671,86503,97695,29852,37365,62167,8731596,educational,list2
929,291901,43069,77683,25471,17769,57361,40732,1569,1255521,commute,list6
930,475628,16396,31304,30037,53800,58472,33188,1528,8070608,travel,list1
931,199335,29746,23646,38647,8109,28610,31432,52783,2926136,personal,list5
932,173874,28480,11717,4122,25756,63945,45001,26685,4984147,educational,list1
933,284320,38093,11587,55058,37950,1268,67673,79979,522936,commute,list2
934,73371,21640,2639,16920,76701,50414,25823,21903,5514218,commute,list7
935,263345,70533,51432,66086,11485,30806,91526,33011,2004943,travel,list3
936,261578,20851,84801,84052,59641,95208,79125,58478,511450,seasonal,list5
937,449870,68427,23683,91726,61864,58617,50359,20307,1612247,seasonal,list4
938,168054,48980,27071,48768,37210,49517,69136,41322,9080002,commute,list5
939,200395,40964,59796,11356,37110,97950,24941,72548,1379560,educational,list1
940,221446,31527,70040,73499,251,92684,56261,40237,5926412,commute,list7
941,318465,29894,55012,9508,91315,73721,9074,42070,5931311,seasonal,list7
942,141576,16992,23584,37578,44207,64894,55169,97334,4423453,seasonal,list4
943,100344,55152,67013,9295,68367,24076,24574,68300,835409,commute,list7
944,437933,70438,51731,55956,43247,64559,59033,7608,140737,educational,list3
945,385059,74082,35782,64616,15373,26296,69801,89435,8666570,educational,list3
946,357540,52790,55733,36323,62438,78120,79258,43271,4342850,personal,list5
947,299624,98264,51783,96456,36275,51769,59707,70073,4265312,commute,list1
948,329483,63793,82703,38266,99398,21683,3087,18196,1797988,commute,list7
949,433057,83957,33512,87140,92442,58905,31426,22701,9574434,personal,list5
950,104745,98996,84542,71951,29951,20995,6257,73655,935120,commute,list7
951,319867,10035,36760,55179,7133,5018,72493,5730,3821243,commute,list1
952,67759,86816,51971,8093,97057,24210,68830,15614,5805449,commute,list6
953,178109,77512,73110,59022,23752,46512,72866,46433,1320490,commute,list4
954,336017,49790,79271,22635,2220,98798,76927,69807,203694,seasonal,list5
955,224725,7186,48488,21431,31171,48633,85231,10176,7322345,personal,list5
956,389235,80476,55154,87365,8398,40984,41457,15731,1023770,personal,list5
957,318386,30100,28258,76197,5024,17933,45625,21867,7614533,personal,list3
958,242623,73507,86941,55163,24678,65821,23445,39591,4663484,educational,list3
959,284676,3666,53587,95823,79259,62539,77815,4711,1056372,educational,list1
960,133628,18263,14478,75009,7761,54758,87289,21532,8663271,seasonal,list3
961,48028,83538,17690,23458,36010,25720,30937,77061,9420302,seasonal,list7
962,384772,36635,66250,14074,59592,8358,32463,94021,3754033,personal,list5
963,107902,98360,33618,64089,47346,16080,82622,89704,2413540,travel,list6
964,12537,89779,90789,80150,41022,95907,21257,31089,6225412,commute,list6
965,29883,27851,3357,57623,6833,45315,74640,78302,4045437,educational,list7
966,275101,12660,81354,66415,11365,62092,31862,75193,1988804,seasonal,list3
967,190929,30063,53399,2984,95073,45579,37596,48075,6697565,personal,list1
968,165760,30259,91435,59129,78525,64359,1787,83980,6649804,personal,list5
969,27648,22929,83114,63399,21624,9546,44552,61538,9562151,personal,list6
970,178244,59196,34559,45,55045,3214,85166,77066,2281464,educational,list1
971,180928,13163,54487,11589,53881,66818,9392,25356,4519677,commute,list2
972,405683,96621,49455,32886,36012,26219,13598,70056,6339201,travel,list4
973,8813,41020,86185,46652,96152,90554,41915,30663,8410685,seasonal,list6
974,397217,77132,91670,18125,48946,79713,29892,93420,6174014,commute,list4
975,403883,61337,97207,57021,15643,54502,91380,20875,8783062,travel,list3
976,373450,66862,59373,82453,76370,36795,83379,12833,115851,travel,list5
977,71579,92009,93838,20788,17122,58667,83588,95346,7522145,seasonal,list2
978,361400,8396,69850,49452,13904,40883,64260,12508,7649522,personal,list6
979,123848,86776,97342,72181,67050,15293,56091,5254,2558114,travel,list5
980,203804,14669,74032,19697,57287,73399,15390,12394,3420678,educational,list6
981,129404,69676,83379,70779,24206,48853,71030,81604,3146988,commute,list7
982,120720,40420,43807,18379,16169,29021,40080,74729,964969,personal,list6
983,209271,36213,17845,75611,61669,70361,48608,71126,7818863,travel,list3
984,153012,18762,26387,2235,266,81349,36020,36775,7583570,personal,list2
985,370580,10989,23178,899,9998,8484,72680,91330,6562762,travel,list1
986,290710,9051,86526,14705,3442,97640,58931,88799,3959130,travel,list5
987,150473,72150,76495,69177,59156,71534,5054,19992,4368658,commute,list2
988,106655,84037,34816,24251,85890,29352,76233,37477,4126550,seasonal,list5
989,215856,26542,16479,56160,23125,57348,28300,67285,3357850,travel,list3
990,89444,99064,85756,34545,86076,3194,36462,8683,2858378,seasonal,list3
991,414764,77077,11089,40923,39452,20469,92447,94033,4454124,seasonal,list3
992,295944,53451,89413,6615,37814,65717,60490,20816,4884489,personal,list7
993,209401,87378,99048,10505,25443,34087,78052,94230,7792658,travel,list1
994,377436,74643,75081,70312,70025,71543,67326,70387,5414906,commute,list6
995,190528,36006,16244,99470,53616,33415,78357,92754,5754636,commute,list6
996,346499,454,46760,70675,16395,11422,57942,14279,1600294,personal,list4
997,419015,32643,91807,79018,56472,45549,31676,192,9066147,seasonal,list4
998,421786,24543,2076,3679,4444,64910,9540,57063,5218251,commute,list1
999,192661,41504,39492,27624,17580,89463,71465,8434,8503200,educational,list3
1000,59170,33670,37530,54970,15036,27018,33192,48114,3811764,travel,list4
